2025-10-06 14:36:25,600 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:06:22 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:36:29,089 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:06:27 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:36:29,089 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:06:27 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:36:55,568 - src.memgpt.services.letta_client - ERROR - Letta health check failed: Letta client error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-10-06 14:38:16,854 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:08:15 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:16,855 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:15 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:16,855 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-062ab62c-e1ba-4517-a7c2-a9fe0814f054: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:15 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:16,855 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:15 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:16,855 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:15 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:17,846 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:08:16 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:17,847 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:16 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:17,847 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-062ab62c-e1ba-4517-a7c2-a9fe0814f054: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:16 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:17,847 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:16 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:17,847 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:16 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:18,664 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:08:17 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:18,664 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:17 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:18,664 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-062ab62c-e1ba-4517-a7c2-a9fe0814f054: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:17 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:18,664 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:17 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:18,665 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:17 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:19,568 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:08:18 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:19,569 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:18 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:19,569 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-062ab62c-e1ba-4517-a7c2-a9fe0814f054: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:18 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:19,569 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:18 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:38:19,569 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:08:18 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:50,992 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:48 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:50,993 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:48 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:50,993 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:48 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:50,993 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:48 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:50,993 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:48 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,028 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:50 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,028 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:50 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,028 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:50 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,028 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:50 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,028 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:50 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,963 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:51 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,964 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:51 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,964 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:51 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,964 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:51 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:52,964 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:51 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:53,903 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:53,903 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:53,903 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:53,903 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:53,903 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:54,877 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:54,878 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:54,878 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:54,878 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:54,878 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:52 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:55,758 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:11:54 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:55,758 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:54 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:55,758 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-2c1f414c-3245-42a1-b495-961fa2e053fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:54 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:55,758 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:54 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:41:55,758 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:11:54 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:11,804 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:20:08 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:11,805 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:08 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:11,805 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-e03429b5-cdd4-47e5-8953-1191e49691fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:08 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:11,805 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:08 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:11,805 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:08 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:36,524 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:20:13 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:36,524 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:13 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:36,524 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-e03429b5-cdd4-47e5-8953-1191e49691fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:13 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:36,524 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:13 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:36,524 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:13 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:53,704 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:20:37 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:53,704 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:37 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:53,704 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-e03429b5-cdd4-47e5-8953-1191e49691fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:37 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:53,704 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:37 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:50:53,704 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:20:37 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:51:46,278 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:21:10 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
